gameid,date,type,home,away,season
21901270,2020-08-06,regular,PHX,IND,2020
21901271,2020-08-06,regular,DAL,LAC,2020
21901272,2020-08-06,regular,DEN,POR,2020
21901273,2020-08-06,regular,HOU,LAL,2020
21901274,2020-08-07,regular,SAS,UTA,2020
21901275,2020-08-07,regular,MEM,OKC,2020
21901276,2020-08-07,regular,BKN,SAC,2020
21901277,2020-08-07,regular,PHI,ORL,2020
21901278,2020-08-07,regular,NOP,WAS,2020
21901279,2020-08-07,regular,TOR,BOS,2020
21901280,2020-08-08,regular,POR,LAC,2020
21901281,2020-08-08,regular,DEN,UTA,2020
21901282,2020-08-08,regular,IND,LAL,2020
21901283,2020-08-08,regular,MIA,PHX,2020
21901284,2020-08-08,regular,DAL,MIL,2020
21901285,2020-08-09,regular,OKC,WAS,2020
21901286,2020-08-09,regular,TOR,MEM,2020
21901287,2020-08-09,regular,NOP,SAS,2020
21901288,2020-08-09,regular,BOS,ORL,2020
21901289,2020-08-09,regular,POR,PHI,2020
21901290,2020-08-09,regular,SAC,HOU,2020
21901291,2020-08-09,regular,LAC,BKN,2020
21901292,2020-08-10,regular,PHX,OKC,2020
21901293,2020-08-10,regular,UTA,DAL,2020
21901294,2020-08-10,regular,MIL,TOR,2020
21901295,2020-08-10,regular,MIA,IND,2020
21901296,2020-08-10,regular,LAL,DEN,2020
21901297,2020-08-11,regular,ORL,BKN,2020
21901298,2020-08-11,regular,SAS,HOU,2020
21901299,2020-08-11,regular,PHI,PHX,2020
21901300,2020-08-11,regular,DAL,POR,2020
21901301,2020-08-11,regular,MEM,BOS,2020
21901302,2020-08-11,regular,SAC,NOP,2020
21901303,2020-08-11,regular,WAS,MIL,2020
21901304,2020-08-12,regular,HOU,IND,2020
21901305,2020-08-12,regular,PHI,TOR,2020
21901306,2020-08-12,regular,OKC,MIA,2020
21901307,2020-08-12,regular,DEN,LAC,2020
21901308,2020-08-13,regular,BOS,WAS,2020
21901309,2020-08-13,regular,BKN,POR,2020
21901310,2020-08-13,regular,LAL,SAC,2020
21901311,2020-08-13,regular,MEM,MIL,2020
21901312,2020-08-13,regular,ORL,NOP,2020
21901313,2020-08-13,regular,PHX,DAL,2020
21901314,2020-08-13,regular,UTA,SAS,2020
21901315,2020-08-14,regular,HOU,PHI,2020
21901316,2020-08-14,regular,IND,MIA,2020
21901317,2020-08-14,regular,LAC,OKC,2020
21901318,2020-08-14,regular,TOR,DEN,2020
51900111,2020-08-15,playin,POR,MEM,2020
41900111,2020-08-17,playoff,TOR,BKN,2020
41900121,2020-08-17,playoff,BOS,PHI,2020
41900151,2020-08-17,playoff,LAC,DAL,2020
41900161,2020-08-17,playoff,DEN,UTA,2020
41900101,2020-08-18,playoff,MIL,ORL,2020
41900131,2020-08-18,playoff,IND,MIA,2020
41900141,2020-08-18,playoff,LAL,POR,2020
41900171,2020-08-18,playoff,HOU,OKC,2020
41900112,2020-08-19,playoff,TOR,BKN,2020
41900122,2020-08-19,playoff,BOS,PHI,2020
41900152,2020-08-19,playoff,LAC,DAL,2020
41900162,2020-08-19,playoff,DEN,UTA,2020
41900102,2020-08-20,playoff,MIL,ORL,2020
41900132,2020-08-20,playoff,IND,MIA,2020
41900142,2020-08-20,playoff,LAL,POR,2020
41900172,2020-08-20,playoff,HOU,OKC,2020
41900113,2020-08-21,playoff,BKN,TOR,2020
41900123,2020-08-21,playoff,PHI,BOS,2020
41900153,2020-08-21,playoff,DAL,LAC,2020
41900163,2020-08-21,playoff,UTA,DEN,2020
41900103,2020-08-22,playoff,ORL,MIL,2020
41900133,2020-08-22,playoff,MIA,IND,2020
41900143,2020-08-22,playoff,POR,LAL,2020
41900173,2020-08-22,playoff,OKC,HOU,2020
41900114,2020-08-23,playoff,BKN,TOR,2020
41900124,2020-08-23,playoff,PHI,BOS,2020
41900154,2020-08-23,playoff,DAL,LAC,2020
41900164,2020-08-23,playoff,UTA,DEN,2020
41900104,2020-08-24,playoff,ORL,MIL,2020
41900134,2020-08-24,playoff,MIA,IND,2020
41900144,2020-08-24,playoff,POR,LAL,2020
41900174,2020-08-24,playoff,OKC,HOU,2020
41900155,2020-08-25,playoff,LAC,DAL,2020
41900165,2020-08-25,playoff,DEN,UTA,2020
41900105,2020-08-29,playoff,MIL,ORL,2020
41900145,2020-08-29,playoff,LAL,POR,2020
41900175,2020-08-29,playoff,HOU,OKC,2020
41900156,2020-08-30,playoff,DAL,LAC,2020
41900166,2020-08-30,playoff,UTA,DEN,2020
41900211,2020-08-30,playoff,TOR,BOS,2020
41900176,2020-08-31,playoff,OKC,HOU,2020
41900201,2020-08-31,playoff,MIL,MIA,2020
41900167,2020-09-01,playoff,DEN,UTA,2020
41900212,2020-09-01,playoff,TOR,BOS,2020
41900177,2020-09-02,playoff,HOU,OKC,2020
41900202,2020-09-02,playoff,MIL,MIA,2020
41900213,2020-09-03,playoff,BOS,TOR,2020
41900231,2020-09-03,playoff,LAC,DEN,2020
41900203,2020-09-04,playoff,MIA,MIL,2020
41900221,2020-09-04,playoff,LAL,HOU,2020
41900214,2020-09-05,playoff,BOS,TOR,2020
41900232,2020-09-05,playoff,LAC,DEN,2020
41900204,2020-09-06,playoff,MIA,MIL,2020
41900222,2020-09-06,playoff,LAL,HOU,2020
41900215,2020-09-07,playoff,TOR,BOS,2020
41900233,2020-09-07,playoff,DEN,LAC,2020
41900205,2020-09-08,playoff,MIL,MIA,2020
41900223,2020-09-08,playoff,HOU,LAL,2020
41900216,2020-09-09,playoff,BOS,TOR,2020
41900234,2020-09-09,playoff,DEN,LAC,2020
41900224,2020-09-10,playoff,HOU,LAL,2020
41900217,2020-09-11,playoff,TOR,BOS,2020
41900235,2020-09-11,playoff,LAC,DEN,2020
41900225,2020-09-12,playoff,LAL,HOU,2020
41900236,2020-09-13,playoff,DEN,LAC,2020
41900237,2020-09-15,playoff,LAC,DEN,2020
41900301,2020-09-15,playoff,BOS,MIA,2020
41900302,2020-09-17,playoff,BOS,MIA,2020
41900311,2020-09-18,playoff,LAL,DEN,2020
41900303,2020-09-19,playoff,MIA,BOS,2020
41900312,2020-09-20,playoff,LAL,DEN,2020
41900313,2020-09-22,playoff,DEN,LAL,2020
41900304,2020-09-23,playoff,MIA,BOS,2020
41900314,2020-09-24,playoff,DEN,LAL,2020
41900305,2020-09-25,playoff,BOS,MIA,2020
41900315,2020-09-26,playoff,LAL,DEN,2020
41900306,2020-09-27,playoff,MIA,BOS,2020
41900401,2020-09-30,playoff,LAL,MIA,2020
41900402,2020-10-02,playoff,LAL,MIA,2020
41900403,2020-10-04,playoff,MIA,LAL,2020
41900404,2020-10-06,playoff,MIA,LAL,2020
41900405,2020-10-09,playoff,LAL,MIA,2020
41900406,2020-10-11,playoff,MIA,LAL,2020
22000001,2020-12-22,regular,BKN,GSW,2021
22000002,2020-12-22,regular,LAL,LAC,2021
22000003,2020-12-23,regular,BOS,MIL,2021
22000004,2020-12-23,regular,PHX,DAL,2021
22000010,2020-12-23,regular,CLE,CHA,2021
22000011,2020-12-23,regular,IND,NYK,2021
22000012,2020-12-23,regular,ORL,MIA,2021
22000013,2020-12-23,regular,PHI,WAS,2021
22000014,2020-12-23,regular,TOR,NOP,2021
22000015,2020-12-23,regular,CHI,ATL,2021
22000017,2020-12-23,regular,MEM,SAS,2021
22000018,2020-12-23,regular,MIN,DET,2021
22000019,2020-12-23,regular,DEN,SAC,2021
22000020,2020-12-23,regular,POR,UTA,2021
22000005,2020-12-25,regular,MIA,NOP,2021
22000006,2020-12-25,regular,MIL,GSW,2021
22000007,2020-12-25,regular,BOS,BKN,2021
22000008,2020-12-25,regular,LAL,DAL,2021
22000009,2020-12-25,regular,DEN,LAC,2021
22000021,2020-12-26,regular,MEM,ATL,2021
22000022,2020-12-26,regular,CHA,OKC,2021
22000023,2020-12-26,regular,DET,CLE,2021
22000024,2020-12-26,regular,WAS,ORL,2021
22000025,2020-12-26,regular,NYK,PHI,2021
22000026,2020-12-26,regular,CHI,IND,2021
22000027,2020-12-26,regular,SAS,TOR,2021
22000028,2020-12-26,regular,UTA,MIN,2021
22000029,2020-12-26,regular,POR,HOU,2021
22000030,2020-12-26,regular,SAC,PHX,2021
22000031,2020-12-27,regular,LAC,DAL,2021
22000032,2020-12-27,regular,CHA,BKN,2021
22000033,2020-12-27,regular,WAS,ORL,2021
22000034,2020-12-27,regular,NOP,SAS,2021
22000035,2020-12-27,regular,CLE,PHI,2021
22000036,2020-12-27,regular,NYK,MIL,2021
22000037,2020-12-27,regular,IND,BOS,2021
22000038,2020-12-27,regular,CHI,GSW,2021
22000039,2020-12-27,regular,SAC,PHX,2021
22000040,2020-12-27,regular,LAL,MIN,2021
22000041,2020-12-28,regular,ATL,DET,2021
22000042,2020-12-28,regular,BKN,MEM,2021
22000043,2020-12-28,regular,OKC,UTA,2021
22000044,2020-12-28,regular,DEN,HOU,2021
22000045,2020-12-28,regular,LAL,POR,2021
22000046,2020-12-29,regular,CLE,NYK,2021
22000047,2020-12-29,regular,DET,GSW,2021
22000048,2020-12-29,regular,IND,BOS,2021
22000049,2020-12-29,regular,PHI,TOR,2021
22000050,2020-12-29,regular,WAS,CHI,2021
22000051,2020-12-29,regular,MIA,MIL,2021
22000052,2020-12-29,regular,OKC,ORL,2021
22000053,2020-12-29,regular,PHX,NOP,2021
22000054,2020-12-29,regular,LAC,MIN,2021
22000055,2020-12-29,regular,SAC,DEN,2021
22000056,2020-12-30,regular,BOS,MEM,2021
22000057,2020-12-30,regular,BKN,ATL,2021
22000058,2020-12-30,regular,MIA,MIL,2021
22000059,2020-12-30,regular,DAL,CHA,2021
22000060,2020-12-30,regular,SAS,LAL,2021
22000061,2020-12-30,regular,LAC,POR,2021
22000062,2020-12-31,regular,IND,CLE,2021
22000063,2020-12-31,regular,WAS,CHI,2021
22000064,2020-12-31,regular,ORL,PHI,2021
22000065,2020-12-31,regular,HOU,SAC,2021
22000066,2020-12-31,regular,TOR,NYK,2021
22000067,2020-12-31,regular,OKC,NOP,2021
22000068,2020-12-31,regular,UTA,PHX,2021
22000069,2021-01-01,regular,CHA,MEM,2021
22000070,2021-01-01,regular,DET,BOS,2021
22000071,2021-01-01,regular,DAL,MIA,2021
22000072,2021-01-01,regular,BKN,ATL,2021
22000073,2021-01-01,regular,MIL,CHI,2021
22000074,2021-01-01,regular,MIN,WAS,2021
22000075,2021-01-01,regular,SAS,LAL,2021
22000076,2021-01-01,regular,DEN,PHX,2021
22000077,2021-01-01,regular,UTA,LAC,2021
22000078,2021-01-01,regular,GSW,POR,2021
22000079,2021-01-02,regular,HOU,SAC,2021
22000080,2021-01-02,regular,IND,NYK,2021
22000081,2021-01-02,regular,ORL,OKC,2021
22000082,2021-01-02,regular,PHI,CHA,2021
22000083,2021-01-02,regular,ATL,CLE,2021
22000084,2021-01-02,regular,NOP,TOR,2021
22000085,2021-01-03,regular,DET,BOS,2021
22000086,2021-01-03,regular,BKN,WAS,2021
22000087,2021-01-03,regular,MEM,LAL,2021
22000088,2021-01-03,regular,MIN,DEN,2021
22000089,2021-01-03,regular,SAS,UTA,2021
22000090,2021-01-03,regular,CHI,DAL,2021
22000091,2021-01-03,regular,PHX,LAC,2021
22000092,2021-01-03,regular,GSW,POR,2021
22000093,2021-01-04,regular,ORL,CLE,2021
22000094,2021-01-04,regular,PHI,CHA,2021
22000095,2021-01-04,regular,ATL,NYK,2021
22000096,2021-01-04,regular,MIA,OKC,2021
22000097,2021-01-04,regular,TOR,BOS,2021
22000098,2021-01-04,regular,HOU,DAL,2021
22000099,2021-01-04,regular,MIL,DET,2021
22000100,2021-01-04,regular,NOP,IND,2021
22000101,2021-01-04,regular,GSW,SAC,2021
22000102,2021-01-05,regular,BKN,UTA,2021
22000103,2021-01-05,regular,MEM,LAL,2021
22000104,2021-01-05,regular,DEN,MIN,2021
22000105,2021-01-05,regular,LAC,SAS,2021
22000106,2021-01-05,regular,POR,CHI,2021
22000107,2021-01-06,regular,IND,HOU,2021
22000108,2021-01-06,regular,ORL,CLE,2021
22000109,2021-01-06,regular,PHI,WAS,2021
22000110,2021-01-06,regular,ATL,CHA,2021
22000111,2021-01-06,regular,MIA,BOS,2021
22000112,2021-01-06,regular,NYK,UTA,2021
22000113,2021-01-06,regular,MIL,DET,2021
22000114,2021-01-06,regular,NOP,OKC,2021
22000115,2021-01-06,regular,PHX,TOR,2021
22000116,2021-01-06,regular,GSW,LAC,2021
22000117,2021-01-06,regular,SAC,CHI,2021
22000118,2021-01-07,regular,BKN,PHI,2021
22000119,2021-01-07,regular,MEM,CLE,2021
22000120,2021-01-07,regular,DEN,DAL,2021
22000121,2021-01-07,regular,LAL,SAS,2021
22000122,2021-01-07,regular,POR,MIN,2021
22000123,2021-01-08,regular,DET,PHX,2021
22000124,2021-01-08,regular,BOS,WAS,2021
22000125,2021-01-08,regular,NYK,OKC,2021
22000126,2021-01-08,regular,NOP,CHA,2021
22000127,2021-01-08,regular,HOU,ORL,2021
22000128,2021-01-08,regular,MEM,BKN,2021
22000129,2021-01-08,regular,MIL,UTA,2021
22000130,2021-01-08,regular,GSW,LAC,2021
22000131,2021-01-08,regular,LAL,CHI,2021
22000132,2021-01-08,regular,SAC,TOR,2021
22000133,2021-01-09,regular,PHI,DEN,2021
22000134,2021-01-09,regular,CHA,ATL,2021
22000135,2021-01-09,regular,IND,PHX,2021
22000136,2021-01-09,regular,WAS,MIA,2021
22000137,2021-01-09,regular,MIL,CLE,2021
22000138,2021-01-09,regular,MIN,SAS,2021
22000139,2021-01-09,regular,DAL,ORL,2021
22000140,2021-01-09,regular,SAC,POR,2021
22000141,2021-01-10,regular,DET,UTA,2021
22000142,2021-01-10,regular,LAC,CHI,2021
22000143,2021-01-10,regular,BKN,OKC,2021
22000144,2021-01-10,regular,NYK,DEN,2021
22000146,2021-01-10,regular,HOU,LAL,2021
22000147,2021-01-10,regular,MIN,SAS,2021
22000148,2021-01-10,regular,GSW,TOR,2021
22000149,2021-01-11,regular,CHA,NYK,2021
22000150,2021-01-11,regular,CLE,MEM,2021
22000151,2021-01-11,regular,ORL,MIL,2021
22000152,2021-01-11,regular,WAS,PHX,2021
22000153,2021-01-11,regular,ATL,PHI,2021
22000155,2021-01-11,regular,POR,TOR,2021
22000156,2021-01-11,regular,SAC,IND,2021
22000157,2021-01-12,regular,PHI,MIA,2021
22000158,2021-01-12,regular,BKN,DEN,2021
22000159,2021-01-12,regular,CLE,UTA,2021
22000161,2021-01-12,regular,HOU,LAL,2021
22000162,2021-01-12,regular,OKC,SAS,2021
22000163,2021-01-12,regular,GSW,IND,2021
22000164,2021-01-13,regular,CHA,DAL,2021
22000165,2021-01-13,regular,DET,MIL,2021
22000168,2021-01-13,regular,NYK,BKN,2021
22000169,2021-01-13,regular,MIN,MEM,2021
22000170,2021-01-13,regular,OKC,LAL,2021
22000172,2021-01-13,regular,LAC,NOP,2021
22000173,2021-01-13,regular,SAC,POR,2021
22000174,2021-01-14,regular,PHI,MIA,2021
22000175,2021-01-14,regular,TOR,CHA,2021
22000176,2021-01-14,regular,SAS,HOU,2021
22000177,2021-01-14,regular,DEN,GSW,2021
22000178,2021-01-14,regular,POR,IND,2021
22000180,2021-01-15,regular,BOS,ORL,2021
22000181,2021-01-15,regular,CLE,NYK,2021
22000182,2021-01-15,regular,MIL,DAL,2021
22000184,2021-01-15,regular,OKC,CHI,2021
22000186,2021-01-15,regular,UTA,ATL,2021
22000187,2021-01-15,regular,LAL,NOP,2021
22000188,2021-01-15,regular,SAC,LAC,2021
22000189,2021-01-16,regular,SAS,HOU,2021
22000190,2021-01-16,regular,BKN,ORL,2021
22000191,2021-01-16,regular,TOR,CHA,2021
22000192,2021-01-16,regular,MIA,DET,2021
22000193,2021-01-16,regular,MEM,PHI,2021
22000195,2021-01-16,regular,POR,ATL,2021
22000196,2021-01-17,regular,BOS,NYK,2021
22000198,2021-01-17,regular,DAL,CHI,2021
22000200,2021-01-17,regular,DEN,UTA,2021
22000201,2021-01-17,regular,SAC,NOP,2021
22000202,2021-01-17,regular,LAC,IND,2021
22000203,2021-01-18,regular,NYK,ORL,2021
22000205,2021-01-18,regular,ATL,MIN,2021
22000206,2021-01-18,regular,MIA,DET,2021
22000207,2021-01-18,regular,POR,SAS,2021
22000208,2021-01-18,regular,MEM,PHX,2021
22000209,2021-01-18,regular,BKN,MIL,2021
22000210,2021-01-18,regular,TOR,DAL,2021
22000211,2021-01-18,regular,CHI,HOU,2021
22000212,2021-01-18,regular,LAL,GSW,2021
22000213,2021-01-19,regular,DEN,OKC,2021
22000214,2021-01-19,regular,UTA,NOP,2021
22000216,2021-01-20,regular,CLE,BKN,2021
22000217,2021-01-20,regular,IND,DAL,2021
22000218,2021-01-20,regular,PHI,BOS,2021
22000219,2021-01-20,regular,ATL,DET,2021
22000220,2021-01-20,regular,TOR,MIA,2021
22000221,2021-01-20,regular,MIN,ORL,2021
22000222,2021-01-20,regular,HOU,PHX,2021
22000223,2021-01-20,regular,GSW,SAS,2021
22000224,2021-01-20,regular,LAC,SAC,2021
22000226,2021-01-21,regular,MIL,LAL,2021
22000227,2021-01-21,regular,UTA,NOP,2021
22000228,2021-01-21,regular,GSW,NYK,2021
22000229,2021-01-22,regular,CHA,CHI,2021
22000230,2021-01-22,regular,DET,HOU,2021
22000231,2021-01-22,regular,IND,ORL,2021
22000232,2021-01-22,regular,CLE,BKN,2021
22000233,2021-01-22,regular,PHI,BOS,2021
22000234,2021-01-22,regular,TOR,MIA,2021
22000236,2021-01-22,regular,MIN,ATL,2021
22000237,2021-01-22,regular,SAS,DAL,2021
22000238,2021-01-22,regular,PHX,DEN,2021
22000239,2021-01-22,regular,LAC,OKC,2021
22000241,2021-01-22,regular,SAC,NYK,2021
22000242,2021-01-23,regular,UTA,GSW,2021
22000243,2021-01-23,regular,DET,PHI,2021
22000244,2021-01-23,regular,BKN,MIA,2021
22000245,2021-01-23,regular,CHI,LAL,2021
22000246,2021-01-23,regular,MIN,NOP,2021
22000247,2021-01-23,regular,DAL,HOU,2021
22000248,2021-01-23,regular,PHX,DEN,2021
22000249,2021-01-24,regular,IND,TOR,2021
22000250,2021-01-24,regular,BOS,CLE,2021
22000251,2021-01-24,regular,LAC,OKC,2021
22000252,2021-01-24,regular,ORL,CHA,2021
22000253,2021-01-24,regular,SAS,WAS,2021
22000254,2021-01-24,regular,MIL,ATL,2021
22000256,2021-01-24,regular,POR,NYK,2021
22000257,2021-01-25,regular,DET,PHI,2021
22000258,2021-01-25,regular,IND,TOR,2021
22000259,2021-01-25,regular,ORL,CHA,2021
22000260,2021-01-25,regular,BKN,MIA,2021
22000261,2021-01-25,regular,CLE,LAL,2021
22000262,2021-01-25,regular,CHI,BOS,2021
22000265,2021-01-25,regular,DAL,DEN,2021
22000266,2021-01-25,regular,GSW,MIN,2021
22000267,2021-01-25,regular,POR,OKC,2021
22000268,2021-01-26,regular,ATL,LAC,2021
22000269,2021-01-26,regular,HOU,WAS,2021
22000270,2021-01-26,regular,UTA,NYK,2021
22000271,2021-01-27,regular,CHA,IND,2021
22000272,2021-01-27,regular,CLE,DET,2021
22000273,2021-01-27,regular,ORL,SAC,2021
22000274,2021-01-27,regular,ATL,BKN,2021
22000275,2021-01-27,regular,MIA,DEN,2021
22000276,2021-01-27,regular,PHI,LAL,2021
22000277,2021-01-27,regular,TOR,MIL,2021
22000279,2021-01-27,regular,NOP,WAS,2021
22000280,2021-01-27,regular,SAS,BOS,2021
22000281,2021-01-27,regular,PHX,OKC,2021
22000282,2021-01-27,regular,UTA,DAL,2021
22000283,2021-01-27,regular,GSW,MIN,2021
22000284,2021-01-28,regular,DET,LAL,2021
22000285,2021-01-28,regular,MIA,LAC,2021
22000286,2021-01-28,regular,PHX,GSW,2021
22000287,2021-01-28,regular,HOU,POR,2021
22000288,2021-01-29,regular,CHA,IND,2021
22000289,2021-01-29,regular,ORL,LAC,2021
22000290,2021-01-29,regular,WAS,ATL,2021
22000291,2021-01-29,regular,NYK,CLE,2021
22000292,2021-01-29,regular,TOR,SAC,2021
22000293,2021-01-29,regular,NOP,MIL,2021
22000294,2021-01-29,regular,MIN,PHI,2021
22000295,2021-01-29,regular,OKC,BKN,2021
22000296,2021-01-29,regular,SAS,DEN,2021
22000297,2021-01-29,regular,UTA,DAL,2021
22000298,2021-01-30,regular,CHI,POR,2021
22000299,2021-01-30,regular,CHA,MIL,2021
22000300,2021-01-30,regular,NOP,HOU,2021
22000301,2021-01-30,regular,MIA,SAC,2021
22000302,2021-01-30,regular,BOS,LAL,2021
22000303,2021-01-30,regular,DAL,PHX,2021
22000304,2021-01-30,regular,SAS,MEM,2021
22000305,2021-01-30,regular,GSW,DET,2021
22000306,2021-01-31,regular,DEN,UTA,2021
22000307,2021-01-31,regular,IND,PHI,2021
22000308,2021-01-31,regular,NYK,LAC,2021
22000309,2021-01-31,regular,TOR,ORL,2021
22000310,2021-01-31,regular,WAS,BKN,2021
22000311,2021-01-31,regular,MIN,CLE,2021
22000312,2021-02-01,regular,CLE,MIN,2021
22000313,2021-02-01,regular,ATL,LAL,2021
22000314,2021-02-01,regular,MIA,CHA,2021
22000315,2021-02-01,regular,CHI,NYK,2021
22000316,2021-02-01,regular,MIL,POR,2021
22000317,2021-02-01,regular,NOP,SAC,2021
22000318,2021-02-01,regular,OKC,HOU,2021
22000319,2021-02-01,regular,DAL,PHX,2021
22000320,2021-02-01,regular,SAS,MEM,2021
22000322,2021-02-02,regular,IND,MEM,2021
22000323,2021-02-02,regular,ORL,TOR,2021
22000324,2021-02-02,regular,BKN,LAC,2021
22000325,2021-02-02,regular,UTA,DET,2021
22000326,2021-02-02,regular,GSW,BOS,2021
22000559,2021-02-02,regular,WAS,POR,2021
22000327,2021-02-03,regular,CHA,PHI,2021
22000328,2021-02-03,regular,CLE,LAC,2021
22000329,2021-02-03,regular,MIL,IND,2021
22000330,2021-02-03,regular,ATL,DAL,2021
22000331,2021-02-03,regular,MIA,WAS,2021
22000332,2021-02-03,regular,CHI,NYK,2021
22000333,2021-02-03,regular,OKC,HOU,2021
22000334,2021-02-03,regular,SAS,MIN,2021
22000335,2021-02-03,regular,NOP,PHX,2021
22000336,2021-02-03,regular,SAC,BOS,2021
22000337,2021-02-04,regular,PHI,POR,2021
22000338,2021-02-04,regular,ATL,UTA,2021
22000339,2021-02-04,regular,DAL,GSW,2021
22000340,2021-02-04,regular,MEM,HOU,2021
22000341,2021-02-04,regular,LAL,DEN,2021
22000342,2021-02-05,regular,CHA,UTA,2021
22000343,2021-02-05,regular,IND,NOP,2021
22000344,2021-02-05,regular,ORL,CHI,2021
22000345,2021-02-05,regular,BKN,TOR,2021
22000346,2021-02-05,regular,CLE,MIL,2021
22000347,2021-02-05,regular,MIA,WAS,2021
22000348,2021-02-05,regular,OKC,MIN,2021
22000349,2021-02-05,regular,PHX,DET,2021
22000350,2021-02-05,regular,LAC,BOS,2021
22000351,2021-02-06,regular,NYK,POR,2021
22000352,2021-02-06,regular,SAC,DEN,2021
22000353,2021-02-06,regular,ORL,CHI,2021
22000354,2021-02-06,regular,PHI,BKN,2021
22000355,2021-02-06,regular,NOP,MEM,2021
22000356,2021-02-06,regular,ATL,TOR,2021
22000357,2021-02-06,regular,CLE,MIL,2021
22000358,2021-02-06,regular,HOU,SAS,2021
22000359,2021-02-06,regular,OKC,MIN,2021
22000360,2021-02-06,regular,DAL,GSW,2021
22000361,2021-02-06,regular,LAL,DET,2021
22000215,2021-02-07,regular,CHA,WAS,2021
22000363,2021-02-07,regular,IND,UTA,2021
22000364,2021-02-07,regular,NYK,MIA,2021
22000365,2021-02-07,regular,PHX,BOS,2021
22000366,2021-02-07,regular,LAC,SAC,2021
22000367,2021-02-08,regular,CHA,HOU,2021
22000368,2021-02-08,regular,CHI,WAS,2021
22000369,2021-02-08,regular,MEM,TOR,2021
22000370,2021-02-08,regular,DAL,MIN,2021
22000371,2021-02-08,regular,SAS,GSW,2021
22000372,2021-02-08,regular,PHX,CLE,2021
22000373,2021-02-08,regular,DEN,MIL,2021
22000374,2021-02-08,regular,LAL,OKC,2021
22000375,2021-02-09,regular,DET,BKN,2021
22000376,2021-02-09,regular,MIA,NYK,2021
22000377,2021-02-09,regular,NOP,HOU,2021
22000378,2021-02-09,regular,SAS,GSW,2021
22000379,2021-02-09,regular,UTA,BOS,2021
22000380,2021-02-09,regular,POR,ORL,2021
22000381,2021-02-09,regular,SAC,PHI,2021
22000382,2021-02-10,regular,WAS,TOR,2021
22000383,2021-02-10,regular,BKN,IND,2021
22000384,2021-02-10,regular,DAL,ATL,2021
22000385,2021-02-10,regular,CHI,NOP,2021
22000386,2021-02-10,regular,MEM,CHA,2021
22000387,2021-02-10,regular,MIN,LAC,2021
22000388,2021-02-10,regular,DEN,CLE,2021
22000389,2021-02-10,regular,PHX,MIL,2021
22000390,2021-02-10,regular,LAL,OKC,2021
22000391,2021-02-11,regular,DET,IND,2021
22000392,2021-02-11,regular,HOU,MIA,2021
22000393,2021-02-11,regular,GSW,ORL,2021
22000394,2021-02-11,regular,POR,PHI,2021
22000398,2021-02-11,regular,BOS,TOR,2021
22000395,2021-02-12,regular,CHA,MIN,2021
22000396,2021-02-12,regular,WAS,NYK,2021
22000397,2021-02-12,regular,ATL,SAS,2021
22000399,2021-02-12,regular,DAL,NOP,2021
22000400,2021-02-12,regular,CHI,LAC,2021
22000401,2021-02-12,regular,DEN,OKC,2021
22000402,2021-02-12,regular,UTA,MIL,2021
22000403,2021-02-12,regular,LAL,MEM,2021
22000404,2021-02-12,regular,POR,CLE,2021
22000405,2021-02-12,regular,SAC,ORL,2021
22000412,2021-02-12,regular,BOS,DET,2021
22000406,2021-02-13,regular,PHX,PHI,2021
22000407,2021-02-13,regular,ATL,IND,2021
22000408,2021-02-13,regular,NYK,HOU,2021
22000409,2021-02-13,regular,GSW,BKN,2021
22000410,2021-02-13,regular,UTA,MIA,2021
22000411,2021-02-14,regular,DAL,POR,2021
22000413,2021-02-14,regular,TOR,MIN,2021
22000414,2021-02-14,regular,CHA,SAS,2021
22000415,2021-02-14,regular,OKC,MIL,2021
22000416,2021-02-14,regular,DEN,LAL,2021
22000417,2021-02-14,regular,PHX,ORL,2021
22000418,2021-02-14,regular,SAC,MEM,2021
22000419,2021-02-14,regular,LAC,CLE,2021
22000560,2021-02-14,regular,WAS,BOS,2021
22000561,2021-02-14,regular,DET,NOP,2021
22000420,2021-02-15,regular,IND,CHI,2021
22000421,2021-02-15,regular,WAS,HOU,2021
22000422,2021-02-15,regular,NYK,ATL,2021
22000423,2021-02-15,regular,UTA,PHI,2021
22000424,2021-02-15,regular,GSW,CLE,2021
22000425,2021-02-15,regular,LAC,MIA,2021
22000426,2021-02-15,regular,SAC,BKN,2021
22000427,2021-02-16,regular,BOS,DEN,2021
22000429,2021-02-16,regular,MEM,NOP,2021
22000430,2021-02-16,regular,MIL,TOR,2021
22000431,2021-02-16,regular,MIN,LAL,2021
22000432,2021-02-16,regular,OKC,POR,2021
22000433,2021-02-16,regular,PHX,BKN,2021
22000436,2021-02-17,regular,ORL,NYK,2021
22000437,2021-02-17,regular,WAS,DEN,2021
22000438,2021-02-17,regular,BOS,ATL,2021
22000439,2021-02-17,regular,PHI,HOU,2021
22000440,2021-02-17,regular,MIN,IND,2021
22000441,2021-02-17,regular,NOP,POR,2021
22000443,2021-02-17,regular,GSW,MIA,2021
22000444,2021-02-17,regular,LAC,UTA,2021
22000562,2021-02-17,regular,MEM,OKC,2021
22000564,2021-02-17,regular,CHI,DET,2021
22000445,2021-02-18,regular,MIL,TOR,2021
22000446,2021-02-18,regular,LAL,BKN,2021
22000447,2021-02-18,regular,SAC,MIA,2021
22000449,2021-02-19,regular,ORL,GSW,2021
22000450,2021-02-19,regular,PHI,CHI,2021
